[2021-06-14 00:27:09,887: WARNING/ForkPoolWorker-6] 60748417 function calls (60137521 primitive calls) in 48.617 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/series.py:835(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/concat.py:117(__init__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/api.py:91(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/frame.py:508(shape)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/arrays/numpy_.py:410(to_numpy)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:2454(_validate_sort_keyword)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/common.py:901(is_any_int_dtype)
       11    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/_config/config.py:535(_select_options)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/numpy/core/fromnumeric.py:54(_wrapfunc)
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/response.py:623(closed)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/elasticsearch/connection/base.py:79(_log_trace)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:1124(check_filterable)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/utils/datastructures.py:269(__getitem__)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/utils.py:92(__call__)
        5    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/common.py:150(cast_scalar_indexer)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:242(__exit__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/codecs.py:93(__new__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:780(find_spec)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:393(_check_name_wrapper)
        8    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       56    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        2    0.000    0.000    0.000    0.000 {built-in method select.poll}
        2    0.000    0.000    0.000    0.000 {built-in method time.sleep}
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/compiler.py:29(__init__)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/compiler.py:271(get_order_by)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/params/int.py:10(__init__)
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:935(_consolidate_inplace)
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/blocks.py:369(iget)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/datetimelike.py:102(freqstr)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/concat.py:506(<listcomp>)
        4    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/util/retry.py:196(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/util/retry.py:317(_is_method_retryable)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/util/request.py:90(set_file_position)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/postgresql/base.py:275(_set_autocommit)
       26    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/query.py:203(query)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/expressions.py:220(contains_aggregate)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:442(isclosed)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/message.py:181(is_multipart)
       10    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/utils.py:69(__exit__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/utils.py:247(routers)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/json/encoder.py:104(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:157(<lambda>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:705(filter)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:210(_pop_message)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:254(_is_owned)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        8    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       15    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        4    0.000    0.000    0.000    0.000 {method 'subn' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
        4    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/aggregators/union.py:9(execute)
        5    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node.py:21(add_source)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/params/select.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/window.py:1747(_validate_monotonic)
        7    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:646(is_consolidated)
       18    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:236(items)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/generic.py:3358(_clear_item_cache)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/datetimes.py:561(_can_fast_union)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:905(_assert_take_fillable)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:4006(_internal_get_values)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/numpy/core/numeric.py:748(<setcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty_like}
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/util/queue.py:20(_get)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/util/queue.py:14(_qsize)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/elastic/series_search.py:125(_build_series_query)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/base/base.py:529(allow_thread_sharing)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/base/base.py:569(wrap_database_errors)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/options.py:554(get_field)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:1621(trim_joins)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/query_utils.py:176(<listcomp>)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:1011(_output)
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/util/_validators.py:231(validate_bool_kwarg)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/six.py:923(ensure_text)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/utils/functional.py:26(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:816(release)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/re.py:286(_compile)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.6/enum.py:822(_high_bit)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/_virtualenv.py:51(find_spec)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:800(__init__)
        4    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       28    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       28    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        2    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x7f1740d5c158}
        4    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        8    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node_source.py:6(is_node_ref)
        6    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node.py:36(add_required_param)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/params/select.py:9(validate)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/params/select.py:21(__init__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/window.py:162(__getattr__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/construction.py:420(_get_axes)
        6    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:342(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:1841(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/construction.py:263(prep_ndarray)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/datetimelike.py:90(freq)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/api.py:96(_get_distinct_objs)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/generic.py:385(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/concat.py:105(<genexpr>)
       10    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:717(<lambda>)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:1829(is_categorical)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:2438(_is_compatible_with_other)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/_config/config.py:585(_get_registered_option)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/compiler.py:1073(deferred_to_columns)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/util/queue.py:17(_put)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/response.py:260(get_redirect_location)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/response.py:379(_decode)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/connectionpool.py:473(is_same_host)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/util/timeout.py:185(start_connect)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/options.py:332(swapped)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/utils.py:15(__init__)
       14    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:983(join_parent_model)
        6    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:1803(is_sliced)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/expressions.py:167(__getstate__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:1218(_validate_method)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:1227(_validate_path)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:1291(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/message.py:303(set_payload)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/message.py:479(set_raw)
        5    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/dispatch/dispatcher.py:156(send)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/ops/__init__.py:892(_align_method_SERIES)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/ops/missing.py:151(dispatch_fill_zeros)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:120(getLevelName)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
       32    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        5    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
        7    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        4    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        8    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       22    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        4    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _collections._count_elements}
        6    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       16    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/anomaly.py:44(set_source_node)
        6    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/pipeline.py:35(resolve_node_reference)
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/pipeline.py:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/reshape/concat.py:483(_get_result_dim)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/window.py:111(validate)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/series.py:836(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:723(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:1582(external_values)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:1596(_can_hold_na)
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/blocks.py:339(shape)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/generic.py:185(_init_mgr)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/generic.py:486(_info_axis)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/concat.py:512(<listcomp>)
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:617(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:1725(is_monotonic)
        3    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.checknull}
        8    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/common.py:1281(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/numpy/lib/stride_tricks.py:21(__init__)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/compiler.py:684(get_distinct)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/compiler.py:1451(SQLUpdateCompiler)
        1    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/response.py:249(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/connection.py:117(host)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/base/operations.py:187(field_cast_sql)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/base/operations.py:213(_get_limit_offset_params)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/postgresql/operations.py:87(lookup_cast)
        4    0.000    0.000    0.000    0.000 {method 'close' of 'psycopg2.extensions.cursor' objects}
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/base/base.py:140(timezone_name)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/query.py:1976(get_related_populators)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/datastructures.py:151(__init__)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/datastructures.py:155(as_sql)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:765(promote_joins)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:1061(resolve_lookup_value)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/utils/tree.py:60(__bool__)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/lookups.py:186(get_rhs_op)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/fields/__init__.py:805(get_prep_value)
       10    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/utils.py:66(__enter__)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.6/asyncio/events.py:666(get_event_loop_policy)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/asyncio/base_events.py:535(is_running)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pkg_resources/extern/__init__.py:23(find_module)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:403(_decref_socketios)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:125(__iter__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:232(__next)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:253(get)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:885(addgroup)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:1076(name)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:41(_relax_case)
        4    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        8    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {function DictWrapper.__getitem__ at 0x7f1740d9b840}
        2    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        4    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        4    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        2    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        8    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/compiler.py:44(<genexpr>)
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node_source.py:3(__init__)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node_source.py:17(__init__)
       10    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node_source.py:20(is_node_ref)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node_transformer.py:20(<listcomp>)
        6    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/params/param.py:28(validate)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/params/int.py:15(validate)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/pipeline.py:73(build_node_reference_table)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/window.py:2786(_offset)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/series.py:838(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:4334(<setcomp>)
